textID,text,timestamps
001617fca4,oh my god!!! i cried so much!!! watch this guys from BGT  http://bit.ly/5t5Xz,2012-12-30 14:32:59+00:00
52f2f23473,My near daily exercise is starting to show results.,2012-12-30 14:25:24+00:00
e7e27b0c91, Welcome!,2012-12-30 14:24:57+00:00
834dc73c0c,Bout to hit pmark then make one of my final meals wit the housemates..,2012-12-30 14:21:54+00:00
aeb0e9d730,: you get to go home and i have to go to work,2012-12-30 14:15:31+00:00
c672c9da1d,voted for  on CMT.com,2012-12-30 14:07:54+00:00
cbee1946d3,nice,2012-12-30 13:52:05+00:00
b1999f0951,sunburn,2012-12-30 13:42:37+00:00
25510fbf89,nice,2012-12-30 13:37:26+00:00
bcb9426abb,I wish I could go to #BEA this weekend.,2012-12-30 13:35:00+00:00
0d29624200,"I <3 Rupert Grint......& of the boy, Ive accepted tht I do fancy him  But im certain he doesnt feel the same so its not worth telling him",2012-12-30 13:33:07+00:00
3f0f5891ab,love,2012-12-30 13:32:52+00:00
0b34e66ea3,ok so this eye doctor guy is taking forever and i`m sitting in a cold room by myself...what? A jerk!,2012-12-30 13:31:22+00:00
11de8c0456,Lost,2012-12-30 12:49:37+00:00
d5712716e9,thank,2012-12-30 12:48:18+00:00
3f90f95beb,pretty funny,2012-12-30 11:27:57+00:00
c108e09b19,TweetDeck is acting really strange! Hum........ reinstall maybe. Update on the horizon? Or is it just another Adobe memory leak,2012-12-30 11:21:43+00:00
7223fdccc2,tikcets are only ï¿½91...each...BUT I SO WANT TO GO,2012-12-30 11:11:48+00:00
f254748cdb,Happy,2012-12-30 11:08:55+00:00
256453d14f,Ryan`s,2012-12-30 10:59:12+00:00
8fd01857a9,is dreaming of the weekend... awake!,2012-12-30 10:57:29+00:00
37227c0dbf,**** me.,2012-12-30 10:40:17+00:00
20aff2fcb1, yay but you missed naptime,2012-12-30 10:18:26+00:00
ca223af36e,Good,2012-12-30 10:13:37+00:00
90977e9614,I love Norton Ghost.,2012-12-30 10:09:14+00:00
433b1ab9ea,comfy,2012-12-30 09:49:26+00:00
37771d1bc1,_celeste  finally some sleep in silence,2012-12-30 09:32:01+00:00
fa99046452,im just up :-| and its 12:43 :O  im so lazy thank god its a bank holiday,2012-12-30 09:28:44+00:00
14760477ad,is pretty dang tired. but chambers class is for napping.,2012-12-30 09:18:35+00:00
da908a6635,i have to poop...   is hogging the shitter,2012-12-30 09:08:58+00:00
2053a455e9,YES! Im down to 50% full on my dvr  i was at 98% like 3 days ago... lol I swear if I didnt have a dvr I would never watch tv,2012-12-30 09:01:17+00:00
1ea547383b,Happy,2012-12-30 08:39:53+00:00
6634c62acf,Hahaha!,2012-12-30 08:36:26+00:00
c7240790da,support,2012-12-30 08:35:28+00:00
08ede23635,good,2012-12-30 08:02:05+00:00
4e87dcff0e, what are you? flavor of the day?,2012-12-30 07:14:50+00:00
4b0b53bc98,weathers let me down this morning...ugh!...hada gd nite tho!,2012-12-30 05:46:20+00:00
fd3a622954,Just listened to condre scr and got an invitation to watch their live concert on June 20th in Munich http://bit.ly/DAXA0  #postrock,2012-12-30 05:18:57+00:00
e34af4fd97,don`t,2012-12-30 05:04:06+00:00
0e8aa10a4e, that`s a very cute picture ... but you don`t get fat from licking BBQs ... he must have found some chops on someone else`s ...,2012-12-30 04:03:07+00:00
29148dc95c,love,2012-12-30 04:00:52+00:00
56a15cf6ca,hate,2012-12-30 03:49:33+00:00
b99969c2fb,is ONLiNE  http://plurk.com/p/stjdg,2012-12-30 03:02:10+00:00
b0f3142cb4,bundy. in 3 days.!!!! warm weather here i come!,2012-12-30 02:55:53+00:00
5ff525b74b,Wondering if i cld make things any worse than they already are... answer.. JUST DID!!!,2012-12-30 02:38:06+00:00
4fd80e66e0,a Dutch marketing agency is asking job applicants to apply in 140 characters or less  http://www.energize.nl/twillicitatie/,2012-12-30 02:38:06+00:00
e77a8f8f2d,spoiled,2012-12-30 02:34:51+00:00
4ea7102112,I completely agree,2012-12-30 02:22:33+00:00
6a14956779,"If we don`t pack, she can`t leave, right?",2012-12-30 01:44:39+00:00
7c2fcb712e, ****  lol....where u headed to?,2012-12-30 01:42:10+00:00
cdd172d6a7,great,2012-12-30 01:36:11+00:00
d2a21b3cb7,wldn`t have missed so many opportunities haha,2012-12-30 01:18:52+00:00
799e17e7a7,it`s nice to leave the office when the sun is still up,2012-12-30 01:14:56+00:00
0a49cdbdf6,miss,2012-12-30 01:08:38+00:00
4a13c1093d," between the Garlic Pills, the Spider bite between your toe (LOL-Classic) and you always being hungry. U are killing me 2 funny",2012-12-30 01:06:40+00:00
9407ce6ccc, *sighs* Ah well.  Maybe my second email will clear it up and get him approved.,2012-12-30 01:02:16+00:00
820f19ca44,"  Missed all your tweets again Joe, **** that time difference!!! (UK) Dont 4get about your fave supporters in the UK!!!  ****",2012-12-30 00:25:01+00:00
683bb73c09, --that came to my mind. So I said it. And it has now been adapted into my family`s vocabulary,2012-12-30 00:24:34+00:00
0d14593b11,looking forward to body works today,2012-12-30 00:23:43+00:00
9ac13b3739,messed,2012-12-30 00:05:32+00:00
16ee71e6df,Sadly I think I know exactly were you put it--in the expired drawer   Those things have a life span of less than two years,2012-12-30 00:01:46+00:00
f5d47f04f5," Too much? No, not unless one of the pillows ends up suffocating the one sleeping next to you.",2012-12-29 23:52:46+00:00
e131c496a2,Meeting my best friend first thing in the morning to the gym! Omg I am still so shocked. I hope you will get better soon,2012-12-29 22:47:11+00:00
bc6d7b4364,Wow that was fast...next up Soderling or Ferrer. Gilles Simon lost,2012-12-29 22:45:47+00:00
c87be630b5, Yup theory is GREAT but the reality is beyond imagination...  I also made the same planning not knowing VS will FAIL on me,2012-12-29 22:44:12+00:00
e4ad1684bb,glad,2012-12-29 22:42:31+00:00
f7835156a5, woot!,2012-12-29 22:23:28+00:00
03bb148b87,"'I don`t like Monday, i wish it were sunday, cause that`s my fun day.'  that was my freaking jam when i was little.   i miss it.",2012-12-29 21:15:26+00:00
b47c430fda, ???    ?????? - http://bit.ly/nAcK2,2012-12-29 21:08:57+00:00
0234e16010,"Waiting for the last movie to finish then am test screening Ghost of Girlfriends Past, glass of wine and lolly bag in hand, yay!",2012-12-29 21:05:44+00:00
be9ed19513,Happy,2012-12-29 20:57:20+00:00
bf7240df91,Must head back to the office,2012-12-29 20:43:46+00:00
2f883c6eb1,dirty.,2012-12-29 20:17:22+00:00
a1320a5050,http://twitpic.com/4w67k - Camping at black butte lake,2012-12-29 20:17:14+00:00
d72a60bee8," are you getting my messages or do you have to add me to recieve them, soz I`m new to this",2012-12-29 20:11:49+00:00
bc9ebe0002,I hate my life,2012-12-29 20:11:44+00:00
64ddc1f8a2,sick,2012-12-29 20:10:59+00:00
03f6b8d900,****!,2012-12-29 20:10:58+00:00
2d475b1b23,unfair,2012-12-29 20:10:25+00:00
87473f5175,crying,2012-12-29 20:09:21+00:00
7a09871d21,_Brown been holding onto this one for a while  http://twitpic.com/4w5eh,2012-12-29 20:01:57+00:00
96ec2855e4,kiddo!,2012-12-29 19:50:58+00:00
45cf9ba329,Back from town and my Mac crashed on me  but it`s better now,2012-12-29 19:49:17+00:00
bab68144cd,ARCHIE ANDREWS WHAT WERE YOU THINKING?! veronica?,2012-12-29 19:45:45+00:00
fc49e426f5,best,2012-12-29 19:45:04+00:00
a172818c9e,Best,2012-12-29 19:44:27+00:00
036191bb61,not old enough,2012-12-29 19:43:55+00:00
3ef85c201c,bummer,2012-12-29 19:41:39+00:00
ea348ea738, He is the truth! But what about Maxwell? You can`t forget the future father of my children!,2012-12-29 19:40:30+00:00
fd10f463c9,http://twitpic.com/665jw The racoons ate our bread!,2012-12-29 19:38:54+00:00
e6e02e1be6,Be sure to let the moms you know how fabulous you think they are!!,2012-12-29 19:36:36+00:00
8112c62d00,"_in_a_story Glad I`m not the only one. He`s our baby, and I`m terrified he`ll think we`re never coming back.",2012-12-29 19:36:17+00:00
0f89951346,stupid,2012-12-29 19:36:17+00:00
f3ec0395b0,  it`s very pleasant. i sooo rarely just have time to kill...,2012-12-29 19:33:31+00:00
37ffa83550,thank you!!,2012-12-29 19:30:09+00:00
cb8c730261,good,2012-12-29 19:29:46+00:00
be33b5cb9a,Again working on the internet shop ... don`t think we will achieve the goal of uploading by the previously set time   Will keep going,2012-12-29 19:29:39+00:00
4fed31099f,sucked,2012-12-29 19:28:50+00:00
de288eb45b, what causes the frustration buddy?,2012-12-29 19:28:47+00:00
7ab82d9fda,THANK YOU!,2012-12-29 19:28:10+00:00
9d8a45d308,saddenning depressing dullful upsetting dreadful,2012-12-29 19:28:08+00:00
d25c4179f6,sorry,2012-12-29 19:26:49+00:00
6cd35dd82e," I do my humble best  Going on a works paintball day soon so that should fuel a few strips, no doubt",2012-12-29 19:26:41+00:00
65275b51e2,going to bed  cant take thiss any longeerr maan. [U],2012-12-29 19:24:35+00:00
9fae9e3145,good luck!,2012-12-29 19:23:31+00:00
e515132ae4, Thanks...I really do appreciate that. I know it will be the hardest thing I have ever done,2012-12-29 19:23:22+00:00
df3c7485ae,I`ll miss you guys!,2012-12-29 19:22:16+00:00
bd8ba2ad7e,love,2012-12-29 19:21:52+00:00
58be40735c,stopped,2012-12-29 19:20:42+00:00
b5a0a16fd7," Hi Simon, let me know when it`s done",2012-12-29 19:20:35+00:00
044f146e5c,Had an amazing night with my favorite lady friend,2012-12-29 19:19:53+00:00
a8e17db0cc,Poor,2012-12-29 19:19:44+00:00
abda0ac082,is fixin to clean the house for my mom for mother`s day,2012-12-29 19:19:05+00:00
b01506af48,"Why do you think people say, 'save the drama fo yo mama?' I`m sure even yo mama wouldn`t wanna listen to ur drama. Ode to mother`s day!",2012-12-29 19:15:24+00:00
53969f2468,hate,2012-12-29 19:13:06+00:00
4df63939ef,failed,2012-12-29 19:12:36+00:00
f43efa3560,PRETTY..,2012-12-29 19:12:33+00:00
c89e41fc7c, follow me too,2012-12-29 19:11:33+00:00
b9ec075666,bought three books!! yipee!!  now who`s with me on that read-ten-books-during-the-summer thing?,2012-12-29 19:09:49+00:00
ca333e378d,bored!,2012-12-29 19:04:21+00:00
5a91b175f6,", goodnight",2012-12-29 19:01:40+00:00
ac00adda49,sick,2012-12-29 19:01:24+00:00
cf9dc7479a," but i do emily ahahha you scare me, so it would work",2012-12-29 18:58:38+00:00
005e2e60d3,Now I need to change my monitor,2012-12-29 18:57:00+00:00
0b1fad03e9," I know dude, i`m doing re-runs, making Jenny watch them now too so we can have conversations LOL.  Haven`t been online much",2012-12-29 18:44:55+00:00
2c72a5582a,WHAT ABOUT ME ??  I VOTE EVERY DAY FOR YOU !!!!!,2012-12-29 18:37:03+00:00
af0778ed50,fun.,2012-12-29 18:31:45+00:00
1e0416ec46,"just rocked home from maccas, and now signing a petition for big bang to tour aus  LOL",2012-12-29 18:30:28+00:00
1e6f72ea44,sick..,2012-12-29 18:19:46+00:00
cc930f7aa8, eagerly anticipating twitpics,2012-12-29 18:17:10+00:00
9c202174a3,"Lots of tasks to complete today. First, wecloming new members to Canadamigos Social Networking site, www.canadamigos.com, and coffee",2012-12-29 18:13:27+00:00
b9a1df7a8a,sux,2012-12-29 18:07:53+00:00
7b3132d3cc,chillen trying to figure this thing out gettin drunk,2012-12-29 17:43:07+00:00
5f80970983,yay doctors  now interview then back 2 the doctor`s for blood work,2012-12-29 17:43:05+00:00
f008d91039,Filming at a carnival for my music video... It reminds me of the Cherry Festival that I used to go to back home... Ahhh memories...,2012-12-29 17:34:08+00:00
c223721eed,I`m siiiiiickkk  I dun feel good!!,2012-12-29 17:27:22+00:00
7f8a3308f8, Propellerheads has been on my harddrive for a long while. Just got my music repo back in shape this WE and felt nostalgic,2012-12-29 17:21:45+00:00
3f7adda0a4,Glorious,2012-12-29 17:16:32+00:00
6c60cf0bb2,sorry,2012-12-29 17:15:54+00:00
f77651be05,would wish the severe migrains would stop!!! doc`s prescriptions arent working,2012-12-29 17:10:59+00:00
aff740a028,lovely,2012-12-29 17:09:26+00:00
c3f1116734,Suck,2012-12-29 17:09:13+00:00
4b57011c85,revising for exams,2012-12-29 17:06:50+00:00
cb4266c560,laughed,2012-12-29 17:01:08+00:00
dcb3bb2912, Hi Jordan i`m gonna all of u...I know ur busy and i know ur probably tired. but please reschedule NC. don`t leave us out.,2012-12-29 17:00:21+00:00
f61b40624e,__joy i feel like red lea now,2012-12-29 16:59:58+00:00
b6d2229b03, I`d love to but I think the trek from London would be a bit too much,2012-12-29 16:57:33+00:00
299fda8c5b, hey hey,2012-12-29 16:57:11+00:00
fbea09d42d,thinks revising in the garden from 8 this morning without sunscreen isnt the best idea ive had  oucccccccch,2012-12-29 16:54:58+00:00
1b62e0c672,miserable,2012-12-29 16:54:39+00:00
2452a0aa6a, i know they are delicious.miss germany but like holland as well as we used to shoppin there at weekends.lol,2012-12-29 16:54:31+00:00
8a821c6d63," LOL, very true. Maybe next year. I loooved that siggy, and I don`t remember what the password for the mod thing was  Cake?",2012-12-29 16:52:51+00:00
0f93ebfb23," lol, get watching it again  hehe",2012-12-29 16:52:41+00:00
dd655c5aee,Hope you did great - you,2012-12-29 16:51:41+00:00
e94ceb6edd, btw - downloaded iphone 3.0 sdk,2012-12-29 16:49:54+00:00
61e8b484df,Straighening my hair and its not going as straight as i want it to be what a  bummerrr for me,2012-12-29 16:48:56+00:00
5be41389ce,Sad,2012-12-29 16:48:56+00:00
bd0f0ebc57," me? A doctor? *laughs* oh, no, no, no. I was _crane`s patient at Arkham Aslyum, but now I work for him",2012-12-29 16:36:42+00:00
772ba56ce6,Morning all! Have a GREAT DAY! Off to school I go,2012-12-29 16:33:10+00:00
390f00c85a,"now, in a weird mood  muahaz",2012-12-29 16:32:36+00:00
4a680661d5,congrats!,2012-12-29 16:30:02+00:00
e2505e6219,thanks,2012-12-29 16:29:57+00:00
0d85e6d515,"Done at Disneyland, kid`s knocked out, stopped by the hotel bar and grabbed a grey goose & tonic on the way up...peace",2012-12-29 16:28:56+00:00
086671fad9, ok. lol. i miss you too. i hope your cramps get better. i know how painful they can be.,2012-12-29 16:18:00+00:00
9c99cd9396,good,2012-12-29 16:15:38+00:00
f35cc8bb35,keeps coming up.,2012-12-29 16:11:42+00:00
5ba64af2fd,*pouts*,2012-12-29 16:06:47+00:00
dbd82ea5bd, its hilarious,2012-12-29 15:57:26+00:00
8b6c53f38b,love,2012-12-29 15:56:42+00:00
e8cb7f18bd,Happy,2012-12-29 15:55:06+00:00
9ea273deaa,lost,2012-12-29 15:50:29+00:00
cf0d831059,starting the video editing of the first spanking movie we did with Mina ... it will be added to the next update,2012-12-29 15:45:51+00:00
8f0bafc9dc,"   In effect, your podcast IS the audio version of your book. Isn`****? (plus, it has the added charm of banter  )",2012-12-29 15:45:28+00:00
0888d7dab7,"Sunny synday morning. Nicole is up later than usual, mommy got some sleep",2012-12-29 15:33:29+00:00
04d3c2d056,Browsing  find everything about university & interior design.,2012-12-29 15:32:19+00:00
8bbaca6e4b,I have not tweeted for SIXTEEN DAYS! I miss it =( I`ve been having fun though! =D Ingrid on mon was frakking awesome  BBQ today!,2012-12-29 15:31:20+00:00
4a9529e753, visit si fr joemar dito bataan (frm camiguin) & sum of my ofcmates& i are supposed to meet him this saturday  can`t luwas,2012-12-29 15:30:36+00:00
8be2d4f69f,I am soo excited,2012-12-29 15:30:19+00:00
d9c10546e6,Ugh,2012-12-29 15:27:29+00:00
90be8eaffb,commercials,2012-12-29 15:22:30+00:00
8ba332dbbd, we`ll test that theory  with no right arm to strum with.  Got a feelin I`ll be humming my new tunes for a while,2012-12-29 15:21:31+00:00
1086c26e82,That`s so cool.,2012-12-29 15:21:18+00:00
b357b9e7d2,Amazing,2012-12-29 15:20:22+00:00
0050eebd18,  tis very useful indeed esp. for newbies like me!,2012-12-29 15:19:46+00:00
426cb788e5,Gonna go and see my sister at Mount Sinai ....  she`s there for at least another 24 hours.,2012-12-29 15:19:42+00:00
d30d23e543, it was just the handle tg,2012-12-29 15:16:52+00:00
04a204382a,backe backe... MUFFINS!!!,2012-12-29 15:16:04+00:00
2bc1a7126b,relaxing,2012-12-29 15:15:46+00:00
a2fb29c072,lasttt mondayyy of classs,2012-12-29 15:13:32+00:00
a2bbae6c4c,fun!,2012-12-29 15:12:50+00:00
0ce30035ac,"I just walked into work, all the while thinking that I was sitting in Bellagio this time Wednesday.",2012-12-29 15:10:39+00:00
b3505b0aa7,unfair,2012-12-29 15:10:38+00:00
99fcc18a8d,Good Day,2012-12-29 15:10:31+00:00
2b6bc6920b,My cuzin tried to kill me my legs are still movin and I`m sittin down!!,2012-12-29 15:08:59+00:00
d40dd3b17b," Aww, that`s sad.  I miss seeing you guys on the big screen.",2012-12-29 15:06:18+00:00
5aa8a5280f, I knooww  & my hot water bottle iss in whangamata without me. ahhhhh,2012-12-29 15:00:20+00:00
7dd57c2598," eeeeep so jealous ;) I`m at work  um, how can u receive Viva? Do they broadcast it online? :plz:",2012-12-29 14:59:48+00:00
142108215,Thank you so much phaoloo !!!!,2012-12-29 14:58:56+00:00
f4aba8da1c,thankful,2012-12-29 14:56:48+00:00
9cf9045a3c,bad,2012-12-29 14:55:27+00:00
1962095a32, rofl that`s what we like to hear,2012-12-29 14:54:31+00:00
